,prof,url
87,"We would love anyone who uses
>> > > > Airflow
>> > > > > >> >> heavily
>> > > > > >> >> > in
>> > > > > >> >> > > > > > production to be involved<EOL>",http://mail-archives.apache.org/mod_mbox/airflow-dev/201705.mbox/<CAHogpC4W_VMEUO875bMkJeuAeAMu_ZyQda_pPeVk9Dt-79Sjrw@mail.gmail.com>
88,"Try going here to create the JIRA:
https://issues.apache.org/jira/secure/CreateIssue!default.jspa<EOL>",http://mail-archives.apache.org/mod_mbox/airflow-dev/201605.mbox/<CABYbY7cnPPeFOgLrD1JigFWb6_6+n_+2O+BhuwYeH98aKkR02w@mail.gmail.com>
89,If anyone else is interested in helping us build this library please do get in touch!,http://mail-archives.apache.org/mod_mbox/airflow-dev/201705.mbox/<CAM5819Snsuu=3mWYycVC_iy89STJLpqHHDp-xCCX3Zd2yksCNw@mail.gmail.com>
90,"My suggestion, as we are using semantic versioning is:
> > > > > >
> > > > > > 1) no new features in the 1.8 branch
> > > > > > 2) only bug fixes in the 1.8 branch
> > > > > > 3) new features to land in 1.9<EOL>",http://mail-archives.apache.org/mod_mbox/airflow-dev/201703.mbox/<CACdThQ2UcAXmyiGr=dd8=LDB+XubwRFdkzvataC2WNVq=yNGig@mail.gmail.com>
91,"Obviously we only support N-1, so when 1.10 comes
> > out
> > > > we
> > > > > stop supporting 1.8.X<EOL>",http://mail-archives.apache.org/mod_mbox/airflow-dev/201703.mbox/<CACdThQ2UcAXmyiGr=dd8=LDB+XubwRFdkzvataC2WNVq=yNGig@mail.gmail.com>
92,"IPMC Voting can be found here:
>> >
>> > http://mail-archives.apache.org/mod_mbox/incubator-general/
>> 201702.mbox/%%%%
>> > 3c676BDC9F-1B55-4469-92A7-9FF309AD0EC8@gmail.com%%%%3e <
>> > http://mail-archives.apache.org/mod_mbox/incubator-general/
>> 201702.mbox/%%%%
>> > 3C676BDC9F-1B55-4469-92A7-9FF309AD0EC8@gmail.com%%%%3E><EOL>",http://mail-archives.apache.org/mod_mbox/airflow-dev/201702.mbox/<CABekQG4OMFKgXzaKnON+zYJAZGYNiM=pvTJf8k-DFmmuAH6L+A@mail.gmail.com>
93,"Next steps:
>> > > 1) will start the voting process at the IPMC mailinglist.<EOL>",http://mail-archives.apache.org/mod_mbox/airflow-dev/201702.mbox/<CABekQG4OMFKgXzaKnON+zYJAZGYNiM=pvTJf8k-DFmmuAH6L+A@mail.gmail.com>
94,"So, we might end up with changes to stable.<EOL>",http://mail-archives.apache.org/mod_mbox/airflow-dev/201702.mbox/<CABekQG4OMFKgXzaKnON+zYJAZGYNiM=pvTJf8k-DFmmuAH6L+A@mail.gmail.com>
95,">> > > 2) Only after the positive voting on the IPMC and finalisation I will
>> > rebrand the RC to Release.<EOL>",http://mail-archives.apache.org/mod_mbox/airflow-dev/201702.mbox/<CABekQG4OMFKgXzaKnON+zYJAZGYNiM=pvTJf8k-DFmmuAH6L+A@mail.gmail.com>
96,>> > > 4) Update the website (can someone volunteer please?)<EOL>,http://mail-archives.apache.org/mod_mbox/airflow-dev/201702.mbox/<CABekQG4OMFKgXzaKnON+zYJAZGYNiM=pvTJf8k-DFmmuAH6L+A@mail.gmail.com>
